Amount,Amount Paid To,Label,ToD,Date,Month,Year,Time,Mode,Notes
₹141.00,,Commute,Night,21/01/2025,January,2025,7:10 pm,Debit,"Paid ₹141.00 using Bank Account XXXXXX7517 Jan 21, 2025, 7:10:28 PM GMT+05:30"
₹65.00,UBER INDIA SYSTEMS PRIVATE LIMITED,Commute,Evening,21/01/2025,January,2025,5:59 pm,CC,"Paid ₹65.00 to UBER INDIA SYSTEMS PRIVATE LIMITED using Bank Account 652868XXXXXXXX02 Jan 21, 2025, 5:59:08 PM GMT+05:30"
₹40.00,CH GOVINDU,Food,Night,20/01/2025,January,2025,9:40 pm,CC,"Paid ₹40.00 to CH GOVINDU using Bank Account 652868XXXXXXXX02 Jan 20, 2025, 9:40:12 PM GMT+05:30"
₹90.00,,,Evening,20/01/2025,January,2025,5:44 pm,Debit,"Sent ₹90.00 using Bank Account XXXXXX7517 Jan 20, 2025, 5:44:36 PM GMT+05:30"
₹670.00,THE PUNJABIYAT HOTEL,Food,Night,18/01/2025,January,2025,9:35 pm,CC,"Paid ₹670.00 to THE PUNJABIYAT HOTEL using Bank Account 652868XXXXXXXX02 Jan 18, 2025, 9:35:30 PM GMT+05:30"
₹80.00,VINITA  KUMARI,Food,Night,17/01/2025,January,2025,11:35 pm,CC,"Paid ₹80.00 to VINITA  KUMARI using Bank Account 652868XXXXXXXX02 Jan 17, 2025, 11:35:26 PM GMT+05:30"
₹697.00,,,Night,17/01/2025,January,2025,9:50 pm,Debit,"Sent ₹697.00 using Bank Account XXXXXX7517 Jan 17, 2025, 9:50:53 PM GMT+05:30"
₹50.00,CHANDU  NAYAK,Commute,Evening,17/01/2025,January,2025,5:34 pm,Debit,"Paid ₹50.00 to CHANDU  NAYAK using Bank Account XXXXXX7517 Jan 17, 2025, 5:34:12 PM GMT+05:30"
₹58.00,Santhosh Mini Transport,Commute,Evening,17/01/2025,January,2025,5:13 pm,CC,"Paid ₹58.00 to Santhosh Mini Transport using Bank Account 652868XXXXXXXX02 Jan 17, 2025, 5:13:19 PM GMT+05:30"
₹59.00,,Received,Evening,17/01/2025,January,2025,4:03 pm,,"Received ₹59.00 Jan 17, 2025, 4:03:06 PM GMT+05:30"
₹11.00,,Received,Morning,17/01/2025,January,2025,10:46 am,,"Received ₹11.00 Jan 17, 2025, 10:46:01 AM GMT+05:30"
₹70.00,,,Morning,17/01/2025,January,2025,10:14 am,Debit,"Sent ₹70.00 using Bank Account XXXXXX7517 Jan 17, 2025, 10:14:54 AM GMT+05:30"
₹650.00,,Food,Night,16/01/2025,January,2025,9:30 pm,Debit,"Paid ₹650.00 using Bank Account XXXXXX7517 Jan 16, 2025, 9:30:55 PM GMT+05:30"
₹90.00,,Commute,Night,16/01/2025,January,2025,7:23 pm,Debit,"Paid ₹90.00 using Bank Account XXXXXX7517 Jan 16, 2025, 7:23:06 PM GMT+05:30"
₹68.00,Emmanuel Fruit and Juice Stall,Food,Evening,16/01/2025,January,2025,6:50 pm,CC,"Paid ₹68.00 to Emmanuel Fruit and Juice Stall using Bank Account 652868XXXXXXXX02 Jan 16, 2025, 6:50:32 PM GMT+05:30"
₹635.00,THE COFFEE BOYS,Food,Evening,15/01/2025,January,2025,5:36 pm,CC,"Paid ₹635.00 to THE COFFEE BOYS using Bank Account 652868XXXXXXXX02 Jan 15, 2025, 5:36:56 PM GMT+05:30"
₹63.00,,Commute,Evening,15/01/2025,January,2025,4:56 pm,Debit,"Paid ₹63.00 using Bank Account XXXXXX7517 Jan 15, 2025, 4:56:22 PM GMT+05:30"
₹40.00,CHETAMONI LINGAMAIAH,Food,Night,14/01/2025,January,2025,9:47 pm,CC,"Paid ₹40.00 to CHETAMONI LINGAMAIAH using Bank Account 652868XXXXXXXX02 Jan 14, 2025, 9:47:20 PM GMT+05:30"
₹445.00,Amazon Pay,Shopping,Evening,14/01/2025,January,2025,6:42 pm,CC,"Paid ₹445.00 to Amazon Pay using Bank Account 652868XXXXXXXX02 Jan 14, 2025, 6:42:24 PM GMT+05:30"
₹498.00,RESHAM THAKUR,Food,Evening,14/01/2025,January,2025,5:53 pm,Debit,"Paid ₹498.00 to RESHAM THAKUR using Bank Account XXXXXX7517 Jan 14, 2025, 5:53:20 PM GMT+05:30"
₹150.00,SRI SWETHA FOODS,Food,Afternoon,14/01/2025,January,2025,1:25 pm,Debit,"Paid ₹150.00 to SRI SWETHA FOODS using Bank Account XXXXXX7517 Jan 14, 2025, 1:25:51 PM GMT+05:30"
₹824.00,,Sent,Night,13/01/2025,January,2025,9:31 pm,Debit,"Sent ₹824.00 using Bank Account XXXXXX7517 Jan 13, 2025, 9:31:40 PM GMT+05:30"
"₹1,380.00",SOBREMESA,Food,Night,13/01/2025,January,2025,8:20 pm,CC,"Paid ₹1380.00 to SOBREMESA using Bank Account 652868XXXXXXXX02 Jan 13, 2025, 8:20:54 PM GMT+05:30"
₹77.00,,Commute,Evening,13/01/2025,January,2025,5:40 pm,Debit,"Paid ₹77.00 using Bank Account XXXXXX7517 Jan 13, 2025, 5:40:41 PM GMT+05:30"
₹77.00,,Commute,Evening,13/01/2025,January,2025,5:39 pm,Debit,"Paid ₹77.00 using Bank Account XXXXXX7517 Jan 13, 2025, 5:39:18 PM GMT+05:30"
₹59.00,RAJU PAWAR,Commute,Evening,13/01/2025,January,2025,5:12 pm,CC,"Paid ₹59.00 to RAJU PAWAR using Bank Account 652868XXXXXXXX02 Jan 13, 2025, 5:12:38 PM GMT+05:30"
₹402.00,13 DHABA,Food,Afternoon,12/01/2025,January,2025,1:31 pm,Debit,"Paid ₹402.00 to 13 DHABA using Bank Account XXXXXX7517 Jan 12, 2025, 1:31:53 PM GMT+05:30"
₹428.50,Zepto,Grocery,Evening,11/01/2025,January,2025,6:03 pm,CC,"Paid ₹428.50 to Zepto using Bank Account 652868XXXXXXXX02 Jan 11, 2025, 6:03:48 PM GMT+05:30"
₹70.00,YOGANANDA  NAIK,Food,Afternoon,11/01/2025,January,2025,12:38 pm,Debit,"Paid ₹70.00 to YOGANANDA  NAIK using Bank Account XXXXXX7517 Jan 11, 2025, 12:38:52 PM GMT+05:30"
₹263.00,Southern Power Distribution Company of Telangana,Bills,Morning,11/01/2025,January,2025,11:15 am,Debit,"Paid ₹263.00 to Southern Power Distribution Company of Telangana using Bank Account XXXXXX7517 Jan 11, 2025, 11:15:40 AM GMT+05:30"
₹231.88,Geddit Convenience Private Limited,Grocery,Morning,11/01/2025,January,2025,11:00 am,Debit,"Paid ₹231.88 to Geddit Convenience Private Limited using Bank Account XXXXXX7517 Jan 11, 2025, 11:00:07 AM GMT+05:30"
₹120.00,AL TAZA  KONDAPUR,Food,Night,10/01/2025,January,2025,11:02 pm,CC,"Paid ₹120.00 to AL TAZA  KONDAPUR using Bank Account 652868XXXXXXXX02 Jan 10, 2025, 11:02:33 PM GMT+05:30"
₹486.00,,Sent,Night,10/01/2025,January,2025,10:12 pm,Debit,"Sent ₹486.00 using Bank Account XXXXXX7517 Jan 10, 2025, 10:12:16 PM GMT+05:30"
₹249.90,OAM INDUSTRIES I PVT LTD,Food,Night,10/01/2025,January,2025,8:46 pm,Debit,"Paid ₹249.90 to OAM INDUSTRIES I PVT LTD using Bank Account XXXXXX7517 Jan 10, 2025, 8:46:53 PM GMT+05:30"
₹78.00,PRAMOD YADAV,Commute,Night,10/01/2025,January,2025,7:21 pm,Debit,"Paid ₹78.00 to PRAMOD YADAV using Bank Account XXXXXX7517 Jan 10, 2025, 7:21:59 PM GMT+05:30"
₹63.00,,Commute,Evening,10/01/2025,January,2025,6:28 pm,Debit,"Paid ₹63.00 using Bank Account XXXXXX7517 Jan 10, 2025, 6:28:39 PM GMT+05:30"
₹254.00,SANTOSH S  SHANKAR,Food,Night,09/01/2025,January,2025,9:32 pm,CC,"Paid ₹254.00 to SANTOSH S  SHANKAR using Bank Account 652868XXXXXXXX02 Jan 9, 2025, 9:32:47 PM GMT+05:30"
₹547.00,,Commute,Night,08/01/2025,January,2025,9:43 pm,Debit,"Paid ₹547.00 using Bank Account XXXXXX7517 Jan 8, 2025, 9:43:56 PM GMT+05:30"
₹838.00,ToastApp,Food,Night,08/01/2025,January,2025,8:25 pm,CC,"Paid ₹838.00 to ToastApp using Bank Account 652868XXXXXXXX02 Jan 8, 2025, 8:25:45 PM GMT+05:30"
₹90.00,,Commute,Night,08/01/2025,January,2025,7:27 pm,Debit,"Paid ₹90.00 using Bank Account XXXXXX7517 Jan 8, 2025, 7:27:29 PM GMT+05:30"
₹79.00,,Commute,Evening,08/01/2025,January,2025,4:41 pm,Debit,"Paid ₹79.00 using Bank Account XXXXXX7517 Jan 8, 2025, 4:41:58 PM GMT+05:30"
₹50.00,Md Balamiya,Commute,Evening,08/01/2025,January,2025,4:16 pm,Debit,"Paid ₹50.00 to Md Balamiya using Bank Account XXXXXX7517 Jan 8, 2025, 4:16:30 PM GMT+05:30"
₹50.00,Md Balamiya,Commute,Evening,08/01/2025,January,2025,4:16 pm,CC,"Paid ₹50.00 to Md Balamiya using Bank Account 652868XXXXXXXX02 Jan 8, 2025, 4:16:21 PM GMT+05:30"
₹480.00,,Commute,Night,07/01/2025,January,2025,9:32 pm,Debit,"Paid ₹480.00 using Bank Account XXXXXX7517 Jan 7, 2025, 9:32:12 PM GMT+05:30"
₹767.00,LASTHOUSE COFFEE,Food,Night,07/01/2025,January,2025,7:22 pm,Debit,"Paid ₹767.00 to LASTHOUSE COFFEE using Bank Account XXXXXX7517 Jan 7, 2025, 7:22:36 PM GMT+05:30"
₹83.00,,Commute,Evening,07/01/2025,January,2025,6:17 pm,Debit,"Paid ₹83.00 using Bank Account XXXXXX7517 Jan 7, 2025, 6:17:01 PM GMT+05:30"
₹140.00,SAUDHANSHA FOODS PRI,Food,Night,06/01/2025,January,2025,9:49 pm,Debit,"Paid ₹140.00 to SAUDHANSHA FOODS PRI using Bank Account XXXXXX7517 Jan 6, 2025, 9:49:41 PM GMT+05:30"
₹72.00,Siddartha,Commute,Evening,06/01/2025,January,2025,6:49 pm,CC,"Paid ₹72.00 to Siddartha using Bank Account 652868XXXXXXXX02 Jan 6, 2025, 6:49:09 PM GMT+05:30"
₹200.00,,Sent,Evening,06/01/2025,January,2025,6:33 pm,Debit,"Sent ₹200.00 using Bank Account XXXXXX7517 Jan 6, 2025, 6:33:40 PM GMT+05:30"
₹72.00,PRAVEEN KUMAR  GIDDALURI,Commute,Evening,06/01/2025,January,2025,5:35 pm,CC,"Paid ₹72.00 to PRAVEEN KUMAR  GIDDALURI using Bank Account 652868XXXXXXXX02 Jan 6, 2025, 5:35:51 PM GMT+05:30"
"₹5,000.00",,-,Night,05/01/2025,January,2025,11:51 pm,Debit,"Sent ₹5000.00 using Bank Account XXXXXX7517 Jan 5, 2025, 11:51:05 PM GMT+05:30"
"₹5,000.00",,Received,Night,05/01/2025,January,2025,11:50 pm,,"Received ₹5000.00 Jan 5, 2025, 11:50:32 PM GMT+05:30"
₹394.00,,Food,Night,05/01/2025,January,2025,11:22 pm,Debit,"Paid ₹394.00 using Bank Account XXXXXX7517 Jan 5, 2025, 11:22:50 PM GMT+05:30"
₹85.00,KALAKONDA SAIDULU,Commute,Night,05/01/2025,January,2025,9:01 pm,CC,"Paid ₹85.00 to KALAKONDA SAIDULU using Bank Account 652868XXXXXXXX02 Jan 5, 2025, 9:01:37 PM GMT+05:30"
₹91.00,,Sent,Night,05/01/2025,January,2025,7:55 pm,Debit,"Sent ₹91.00 using Bank Account XXXXXX7517 Jan 5, 2025, 7:55:02 PM GMT+05:30"
₹100.00,BURFI GHAR KONDAPUR 1,Food,Afternoon,05/01/2025,January,2025,1:33 pm,CC,"Paid ₹100.00 to BURFI GHAR KONDAPUR 1 using Bank Account 652868XXXXXXXX02 Jan 5, 2025, 1:33:12 PM GMT+05:30"
"₹1,904.05",INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,Travel,Night,05/01/2025,January,2025,12:50 am,Debit,"Paid ₹1904.05 to INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED using Bank Account XXXXXX7517 Jan 5, 2025, 12:50:06 AM GMT+05:30"
₹555.00,,Food,Night,04/01/2025,January,2025,11:24 pm,Debit,"Paid ₹555.00 using Bank Account XXXXXX7517 Jan 4, 2025, 11:24:52 PM GMT+05:30"
₹20.00,RAMESH  KUMAR,Food,Night,04/01/2025,January,2025,9:40 pm,CC,"Paid ₹20.00 to RAMESH  KUMAR using Bank Account 652868XXXXXXXX02 Jan 4, 2025, 9:40:57 PM GMT+05:30"
₹78.00,Ratnadeep Supermarket RD100,Grocery,Night,04/01/2025,January,2025,9:05 pm,CC,"Paid ₹78.00 to Ratnadeep Supermarket RD100 using Bank Account 652868XXXXXXXX02 Jan 4, 2025, 9:05:24 PM GMT+05:30"
₹155.00,SABAVAT SARWAN,Commute,Night,04/01/2025,January,2025,8:21 pm,Debit,"Paid ₹155.00 to SABAVAT SARWAN using Bank Account XXXXXX7517 Jan 4, 2025, 8:21:27 PM GMT+05:30"
₹447.00,Swiggy,Food,Night,03/01/2025,January,2025,7:30 pm,Debit,"Paid ₹447.00 to Swiggy using Bank Account XXXXXX7517 Jan 3, 2025, 7:30:37 PM GMT+05:30"
₹70.00,SRI SWETHA FOODS,Food,Afternoon,03/01/2025,January,2025,12:24 pm,Debit,"Paid ₹70.00 to SRI SWETHA FOODS using Bank Account XXXXXX7517 Jan 3, 2025, 12:24:03 PM GMT+05:30"
₹214.00,Swiggy,Food,Night,02/01/2025,January,2025,7:44 pm,Debit,"Paid ₹214.00 to Swiggy using Bank Account XXXXXX7517 Jan 2, 2025, 7:44:45 PM GMT+05:30"
₹130.00,,Received,Afternoon,02/01/2025,January,2025,3:30 pm,,"Received ₹130.00 Jan 2, 2025, 3:30:18 PM GMT+05:30"
₹130.00,,Received,Afternoon,02/01/2025,January,2025,3:30 pm,,"Received ₹130.00 Jan 2, 2025, 3:30:02 PM GMT+05:30"
₹70.00,SRI SWETHA FOODS,Food,Afternoon,02/01/2025,January,2025,12:58 pm,CC,"Paid ₹70.00 to SRI SWETHA FOODS using Bank Account 652868XXXXXXXX02 Jan 2, 2025, 12:58:57 PM GMT+05:30"
₹700.00,,Received,Night,01/01/2025,January,2025,9:12 pm,,"Received ₹700.00 Jan 1, 2025, 9:12:38 PM GMT+05:30"
₹205.00,Swiggy,Food,Morning,01/01/2025,January,2025,11:44 am,Debit,"Paid ₹205.00 to Swiggy using Bank Account XXXXXX7517 Jan 1, 2025, 11:44:26 AM GMT+05:30"
"₹1,450.00",,Sent,Morning,01/01/2025,January,2025,5:24 am,Debit,"Sent ₹1450.00 using Bank Account XXXXXX7517 Jan 1, 2025, 5:24:00 AM GMT+05:30"
"₹1,490.00",,Sent,Morning,01/01/2025,January,2025,5:23 am,Debit,"Sent ₹1490.00 using Bank Account XXXXXX7517 Jan 1, 2025, 5:23:11 AM GMT+05:30"
₹224.00,,Commute,Night,01/01/2025,January,2025,2:09 am,Debit,"Paid ₹224.00 using Bank Account XXXXXX7517 Jan 1, 2025, 2:09:18 AM GMT+05:30"
₹50.00,ELIXIR THE BOTTLE SHOP,,Night,31/12/2024,December,2024,9:57 pm,Debit,"Paid ₹50.00 to ELIXIR THE BOTTLE SHOP using Bank Account XXXXXX7517 Dec 31, 2024, 9:57:51 PM GMT+05:30"
₹109.00,,,Night,31/12/2024,December,2024,9:45 pm,Debit,"Sent ₹109.00 using Bank Account XXXXXX7517 Dec 31, 2024, 9:45:42 PM GMT+05:30"
₹200.00,,,Night,31/12/2024,December,2024,9:12 pm,Debit,"Sent ₹200.00 using Bank Account XXXXXX7517 Dec 31, 2024, 9:12:37 PM GMT+05:30"
"₹5,000.00",,Received,Evening,31/12/2024,December,2024,6:36 pm,,"Received ₹5000.00 Dec 31, 2024, 6:36:02 PM GMT+05:30"
₹40.00,ANIL KUMAR  CHANDESURE,,Afternoon,31/12/2024,December,2024,1:43 pm,Debit,"Paid ₹40.00 to ANIL KUMAR  CHANDESURE using Bank Account XXXXXX7517 Dec 31, 2024, 1:43:35 PM GMT+05:30"
₹200.00,YOGANANDA  NAIK,,Afternoon,31/12/2024,December,2024,1:15 pm,CC,"Paid ₹200.00 to YOGANANDA  NAIK using Bank Account 652868XXXXXXXX02 Dec 31, 2024, 1:15:58 PM GMT+05:30"
₹389.00,Reddy Travles,,Night,30/12/2024,December,2024,9:05 pm,CC,"Paid ₹389.00 to Reddy Travles using Bank Account 652868XXXXXXXX02 Dec 30, 2024, 9:05:23 PM GMT+05:30"
₹113.00,,,Night,30/12/2024,December,2024,7:57 pm,Debit,"Sent ₹113.00 using Bank Account XXXXXX7517 Dec 30, 2024, 7:57:44 PM GMT+05:30"
"₹1,604.00",DOTPE PVT LTD,,Night,30/12/2024,December,2024,7:38 pm,CC,"Paid ₹1604.00 to DOTPE PVT LTD using Bank Account 652868XXXXXXXX02 Dec 30, 2024, 7:38:23 PM GMT+05:30"
₹163.00,M D SOHAIL,,Evening,30/12/2024,December,2024,6:27 pm,CC,"Paid ₹163.00 to M D SOHAIL using Bank Account 652868XXXXXXXX02 Dec 30, 2024, 6:27:36 PM GMT+05:30"
₹172.00,SV AUGUST 15TH,,Evening,30/12/2024,December,2024,6:01 pm,CC,"Paid ₹172.00 to SV AUGUST 15TH using Bank Account 652868XXXXXXXX02 Dec 30, 2024, 6:01:38 PM GMT+05:30"
₹70.00,,,Evening,30/12/2024,December,2024,5:05 pm,Debit,"Sent ₹70.00 using Bank Account XXXXXX7517 Dec 30, 2024, 5:05:22 PM GMT+05:30"
"₹11,000.00",,Received,Morning,30/12/2024,December,2024,11:44 am,,"Received ₹11,000.00 Dec 30, 2024, 11:44:56 AM GMT+05:30"
₹440.00,13 DHABA,Food,Night,29/12/2024,December,2024,7:32 pm,CC,"Paid ₹440.00 to 13 DHABA using Bank Account 652868XXXXXXXX02 Dec 29, 2024, 7:32:23 PM GMT+05:30"
₹75.00,BURFI GHAR KONDAPUR 1,Food,Afternoon,29/12/2024,December,2024,1:00 pm,CC,"Paid ₹75.00 to BURFI GHAR KONDAPUR 1 using Bank Account 652868XXXXXXXX02 Dec 29, 2024, 1:00:44 PM GMT+05:30"
₹60.00,SRI SUBHAM FOOD COURT,Food,Afternoon,29/12/2024,December,2024,12:57 pm,Debit,"Paid ₹60.00 to SRI SUBHAM FOOD COURT using Bank Account XXXXXX7517 Dec 29, 2024, 12:57:59 PM GMT+05:30"
₹60.00,SRI SUBHAM FOOD COURT,Food,Afternoon,29/12/2024,December,2024,12:57 pm,CC,"Paid ₹60.00 to SRI SUBHAM FOOD COURT using Bank Account 652868XXXXXXXX02 Dec 29, 2024, 12:57:45 PM GMT+05:30"
₹60.00,GANDIKOTA  BHAVANI,,Afternoon,28/12/2024,December,2024,1:51 pm,Debit,"Paid ₹60.00 to GANDIKOTA  BHAVANI using Bank Account XXXXXX7517 Dec 28, 2024, 1:51:42 PM GMT+05:30"
₹70.00,SRI SWETHA FOODS,Food,Afternoon,28/12/2024,December,2024,1:30 pm,CC,"Paid ₹70.00 to SRI SWETHA FOODS using Bank Account 652868XXXXXXXX02 Dec 28, 2024, 1:30:02 PM GMT+05:30"
₹340.00,NANNAYYA,Food,Night,27/12/2024,December,2024,9:26 pm,CC,"Paid ₹340.00 to NANNAYYA using Bank Account 652868XXXXXXXX02 Dec 27, 2024, 9:26:50 PM GMT+05:30"
₹150.00,,Received,Morning,27/12/2024,December,2024,9:13 am,,"Received ₹150.00 Dec 27, 2024, 9:13:20 AM GMT+05:30"
₹339.00,Amazon Pay,,Night,27/12/2024,December,2024,12:53 am,Debit,"Paid ₹339.00 to Amazon Pay using Bank Account XXXXXX7517 Dec 27, 2024, 12:53:41 AM GMT+05:30"
₹25.00,PAVAN KUMAR KOLICHALAM,,Night,26/12/2024,December,2024,10:20 pm,Debit,"Paid ₹25.00 to PAVAN KUMAR KOLICHALAM using Bank Account XXXXXX7517 Dec 26, 2024, 10:20:33 PM GMT+05:30"
₹183.00,,,Evening,26/12/2024,December,2024,6:54 pm,Debit,"Paid ₹183.00 using Bank Account XXXXXX7517 Dec 26, 2024, 6:54:30 PM GMT+05:30"
₹557.00,,,Night,25/12/2024,December,2024,10:48 pm,Debit,"Paid ₹557.00 using Bank Account XXXXXX7517 Dec 25, 2024, 10:48:29 PM GMT+05:30"
"₹3,072.00",Whiskey Samba,,Night,25/12/2024,December,2024,9:14 pm,Debit,"Paid ₹3072.00 to Whiskey Samba using Bank Account XXXXXX7517 Dec 25, 2024, 9:14:50 PM GMT+05:30"
₹50.00,OAM INDUSTRIES I PVT LTD,,Night,25/12/2024,December,2024,7:09 pm,Debit,"Paid ₹50.00 to OAM INDUSTRIES I PVT LTD using Bank Account XXXXXX7517 Dec 25, 2024, 7:09:53 PM GMT+05:30"
₹290.85,OAM INDUSTRIES I PVT LTD,,Evening,25/12/2024,December,2024,6:38 pm,Debit,"Paid ₹290.85 to OAM INDUSTRIES I PVT LTD using Bank Account XXXXXX7517 Dec 25, 2024, 6:38:40 PM GMT+05:30"
₹47.00,,,Afternoon,25/12/2024,December,2024,3:41 pm,Debit,"Paid ₹47.00 using Bank Account XXXXXX7517 Dec 25, 2024, 3:41:30 PM GMT+05:30"
₹60.00,IKEA INDIA PVT LTD,Food,Afternoon,25/12/2024,December,2024,3:28 pm,CC,"Paid ₹60.00 to IKEA INDIA PVT LTD using Bank Account 652868XXXXXXXX02 Dec 25, 2024, 3:28:16 PM GMT+05:30"
₹62.00,,,Afternoon,25/12/2024,December,2024,3:16 pm,Debit,"Paid ₹62.00 using Bank Account XXXXXX7517 Dec 25, 2024, 3:16:44 PM GMT+05:30"
₹97.00,YATHAM SHIVA SHANKAR,,Afternoon,25/12/2024,December,2024,1:53 pm,CC,"Paid ₹97.00 to YATHAM SHIVA SHANKAR using Bank Account 652868XXXXXXXX02 Dec 25, 2024, 1:53:27 PM GMT+05:30"
₹470.00,Amazon Pay Gift Card,,Afternoon,24/12/2024,December,2024,3:49 pm,Debit,"Paid ₹470.00 to Amazon Pay Gift Card using Bank Account XXXXXX7517 Dec 24, 2024, 3:49:25 PM GMT+05:30"
₹200.00,,,Night,23/12/2024,December,2024,7:09 pm,Debit,"Paid ₹200.00 using Bank Account XXXXXX7517 Dec 23, 2024, 7:09:22 PM GMT+05:30"
₹86.67,UBER INDIA SYSTEMS PRIVATE LIMITED,Commute,Evening,23/12/2024,December,2024,6:30 pm,CC,"Paid ₹86.67 to UBER INDIA SYSTEMS PRIVATE LIMITED using Bank Account 652868XXXXXXXX02 Dec 23, 2024, 6:30:05 PM GMT+05:30"
₹17.00,,Received,Evening,23/12/2024,December,2024,6:27 pm,,"Received ₹17.00 Dec 23, 2024, 6:27:18 PM GMT+05:30"
₹51.00,,,Evening,23/12/2024,December,2024,4:31 pm,Debit,"Paid ₹51.00 using Bank Account XXXXXX7517 Dec 23, 2024, 4:31:49 PM GMT+05:30"
₹40.00,ANIL KUMAR  CHANDESURE,,Afternoon,22/12/2024,December,2024,3:05 pm,CC,"Paid ₹40.00 to ANIL KUMAR  CHANDESURE using Bank Account 652868XXXXXXXX02 Dec 22, 2024, 3:05:56 PM GMT+05:30"
₹500.00,,,Night,20/12/2024,December,2024,10:50 pm,Debit,"Sent ₹500.00 using Bank Account XXXXXX7517 Dec 20, 2024, 10:50:31 PM GMT+05:30"
₹120.00,AL TAZA  KONDAPUR,Food,Night,20/12/2024,December,2024,9:53 pm,Debit,"Paid ₹120.00 to AL TAZA  KONDAPUR using Bank Account XXXXXX7517 Dec 20, 2024, 9:53:40 PM GMT+05:30"
₹661.00,,,Night,19/12/2024,December,2024,10:44 pm,Debit,"Sent ₹661.00 using Bank Account XXXXXX7517 Dec 19, 2024, 10:44:33 PM GMT+05:30"
"₹1,548.00",SWIGGY DINEOUT,Food,Night,19/12/2024,December,2024,9:34 pm,CC,"Paid ₹1548.00 to SWIGGY DINEOUT using Bank Account 652868XXXXXXXX02 Dec 19, 2024, 9:34:32 PM GMT+05:30"
₹175.00,,,Night,19/12/2024,December,2024,8:11 pm,Debit,"Paid ₹175.00 using Bank Account XXXXXX7517 Dec 19, 2024, 8:11:57 PM GMT+05:30"
₹50.00,SWIGGY DINEOUT,Food,Night,19/12/2024,December,2024,7:07 pm,CC,"Paid ₹50.00 to SWIGGY DINEOUT using Bank Account 652868XXXXXXXX02 Dec 19, 2024, 7:07:53 PM GMT+05:30"
₹230.00,,,Evening,19/12/2024,December,2024,6:14 pm,Debit,"Paid ₹230.00 using Bank Account XXXXXX7517 Dec 19, 2024, 6:14:46 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,19/12/2024,December,2024,1:53 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Dec 19, 2024, 1:53:14 PM GMT+05:30"
₹213.00,Swiggy,Food,Night,18/12/2024,December,2024,8:42 pm,Debit,"Paid ₹213.00 to Swiggy using Bank Account XXXXXX7517 Dec 18, 2024, 8:42:07 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Evening,18/12/2024,December,2024,5:07 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Dec 18, 2024, 5:07:37 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Afternoon,18/12/2024,December,2024,1:56 pm,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Dec 18, 2024, 1:56:15 PM GMT+05:30"
₹100.00,,Received,Afternoon,18/12/2024,December,2024,1:55 pm,,"Received ₹100.00 Dec 18, 2024, 1:55:43 PM GMT+05:30"
₹15.00,Mr  ASHOK KUMAR  PER,Smoke,Morning,18/12/2024,December,2024,11:34 am,Debit,"Paid ₹15.00 to Mr  ASHOK KUMAR  PER using Bank Account XXXXXX7517 Dec 18, 2024, 11:34:09 AM GMT+05:30"
₹135.00,Southern Power Distribution Company of Telangana,Bills,Morning,18/12/2024,December,2024,9:07 am,Debit,"Paid ₹135.00 to Southern Power Distribution Company of Telangana using Bank Account XXXXXX7517 Dec 18, 2024, 9:07:34 AM GMT+05:30"
₹43.00,Swiggy,Food,Night,17/12/2024,December,2024,11:53 pm,CC,"Paid ₹43.00 to Swiggy using Bank Account 652868XXXXXXXX02 Dec 17, 2024, 11:53:02 PM GMT+05:30"
₹662.00,G RAVITEJA,,Night,17/12/2024,December,2024,11:05 pm,Debit,"Paid ₹662.00 to G RAVITEJA using Bank Account XXXXXX7517 Dec 17, 2024, 11:05:36 PM GMT+05:30"
₹187.95,OAM INDUSTRIES I PVT LTD,,Night,17/12/2024,December,2024,9:49 pm,Debit,"Paid ₹187.95 to OAM INDUSTRIES I PVT LTD using Bank Account XXXXXX7517 Dec 17, 2024, 9:49:08 PM GMT+05:30"
₹77.00,Bhaskar Auto Service,,Night,17/12/2024,December,2024,7:14 pm,CC,"Paid ₹77.00 to Bhaskar Auto Service using Bank Account 652868XXXXXXXX02 Dec 17, 2024, 7:14:27 PM GMT+05:30"
₹413.00,Swiggy,Food,Night,17/12/2024,December,2024,7:10 pm,CC,"Paid ₹413.00 to Swiggy using Bank Account 652868XXXXXXXX02 Dec 17, 2024, 7:10:32 PM GMT+05:30"
₹65.00,LAXMAIAH KERANAM,,Evening,17/12/2024,December,2024,6:37 pm,CC,"Paid ₹65.00 to LAXMAIAH KERANAM using Bank Account 652868XXXXXXXX02 Dec 17, 2024, 6:37:07 PM GMT+05:30"
₹120.00,,,Afternoon,17/12/2024,December,2024,2:39 pm,Debit,"Sent ₹120.00 using Bank Account XXXXXX7517 Dec 17, 2024, 2:39:12 PM GMT+05:30"
